local_timestamp,datetime,node_id,pm_pct_fs,epoch,julian_day,CO2_QC_level,PM_QC_level,CO2_ppm,PM_ug/m3
2017-11-23 04:00:00,2017-11-23 12:00:00,56,0.18262,1511438400.0,327.5,1a,2,449.4,3.8887142999999993
2017-11-23 05:00:00,2017-11-23 13:00:00,56,0.22137,1511442000.0,327.5416666666667,1a,2,449.7,4.6229604
2017-11-23 06:00:00,2017-11-23 14:00:00,56,0.19031,1511445600.0,327.5833333333333,1a,2,446.3,4.0359264
2017-11-23 07:00:00,2017-11-23 15:00:00,56,0.16987,1511449200.0,327.625,1a,2,445.9,3.6496103999999994
2017-11-23 08:00:00,2017-11-23 16:00:00,56,0.14884,1511452800.0,327.6666666666667,1a,2,428.9,3.2521433999999996
2017-11-23 09:00:00,2017-11-23 17:00:00,56,0.19302,1511456400.0,327.7083333333333,1,2,-999,4.0871454
2017-11-23 10:00:00,2017-11-23 18:00:00,56,0.18867,1511460000.0,327.75,1a,2,510.6,4.0049304
2017-11-23 11:00:00,2017-11-23 19:00:00,56,0.16607,1511463600.0,327.7916666666667,1a,2,475.0,3.5814380999999997
2017-11-23 12:00:00,2017-11-23 20:00:00,56,0.1284,1511467200.0,327.8333333333333,1,2,-999,2.8717430999999993
2017-11-23 13:00:00,2017-11-23 21:00:00,56,0.17927,1511470800.0,327.875,1,2,-999,3.8331861
2017-11-23 14:00:00,2017-11-23 22:00:00,56,0.1805,1511474400.0,327.9166666666667,1a,2,488.4,3.8581718999999994
2017-11-23 15:00:00,2017-11-23 23:00:00,56,0.24348,1511478000.0,327.9583333333333,1a,2,469.1,5.055297899999999
2017-11-23 16:00:00,2017-11-24 00:00:00,56,0.15465,1511481600.0,328.0,1a,2,461.0,3.3764108999999998
2017-11-23 17:00:00,2017-11-24 01:00:00,56,0.21485,1511485200.0,328.0416666666667,1a,2,459.0,4.5141909
2017-11-23 18:00:00,2017-11-24 02:00:00,56,0.15381,1511488800.0,328.0833333333333,1a,2,456.1,3.3605349
2017-11-23 19:00:00,2017-11-24 03:00:00,56,0.16047,1511492400.0,328.125,1a,2,441.1,3.4864089
2017-11-23 20:00:00,2017-11-24 04:00:00,56,0.23694,1511496000.0,328.1666666666667,1a,2,428.9,4.9316919
2017-11-23 21:00:00,2017-11-24 05:00:00,56,0.1327,1511499600.0,328.2083333333333,1a,2,434.9,2.9615559000000005
2017-11-23 22:00:00,2017-11-24 06:00:00,56,0.18488,1511503200.0,328.25,1a,2,419.6,3.947757899999999
2017-11-23 23:00:00,2017-11-24 07:00:00,56,0.19848,1511506800.0,328.2916666666667,1a,2,420.6,4.2047979
2017-11-24 00:00:00,2017-11-24 08:00:00,56,0.20227,1511510400.0,328.3333333333333,1a,2,418.0,4.2764289
2017-11-24 01:00:00,2017-11-24 09:00:00,56,0.1666,1511514000.0,328.375,1a,2,416.8,3.6022659
2017-11-24 02:00:00,2017-11-24 10:00:00,56,0.21974,1511517600.0,328.4166666666667,1a,2,413.6,4.606611899999999
2017-11-24 03:00:00,2017-11-24 11:00:00,56,0.20368,1511521200.0,328.4583333333333,1a,2,415.6,4.3030779
2017-11-24 04:00:00,2017-11-24 12:00:00,56,0.20906,1511524800.0,328.5,1a,2,418.3,4.404759899999999
2017-11-24 05:00:00,2017-11-24 13:00:00,56,0.20405,1511528400.0,328.5416666666667,1a,2,419.7,4.3100708999999995
2017-11-24 06:00:00,2017-11-24 14:00:00,56,0.15005,1511532000.0,328.5833333333333,1a,2,419.6,3.2894708999999995
2017-11-24 07:00:00,2017-11-24 15:00:00,56,0.13732,1511535600.0,328.625,1,2,-999,3.0488738999999994
2017-11-24 08:00:00,2017-11-24 16:00:00,56,0.10343,1511539200.0,328.6666666666667,1a,2,417.9,2.4083528999999997
